날짜,종가,시가,고가,저가,거래량,변동 %
2023- 03- 15,626.5,623.75,629.0,619.25,156.41K,-0.16%
2021- 11- 26,586.75,571.5,588.0,566.75,180.22K,1.21%
2024- 05- 31,446.25,449.0,453.75,445.5,174.86K,-0.56%
2022- 10- 11,693.0,697.0,702.0,690.75,140.43K,-0.75%
2022- 11- 30,662.0,665.75,667.0,660.0,18.20K,-0.56%
2023- 03- 06,637.0,639.0,640.25,634.0,110.48K,-1.28%
2022- 11- 16,665.25,665.25,666.0,657.5,121.44K,-0.22%
2023- 08- 09,481.0,485.75,490.0,479.0,120.22K,-0.98%
2022- 07- 08,778.25,750.75,781.0,744.0,,4.18%
2024- 04- 22,439.75,432.25,441.0,431.0,192.56K,-0.73%
2022- 10- 03,680.75,680.0,687.5,672.5,132.39K,0.48%
2024- 04- 16,431.0,431.25,432.25,428.5,148.12K,-0.12%
2022- 05- 05,803.75,799.75,804.75,796.0,0.41K,0.66%
2022- 11- 23,663.25,657.75,663.75,655.75,104.57K,0.99%
2023- 11- 15,488.5,493.75,496.5,485.0,188.61K,2.14%
2021- 11- 10,569.25,555.5,571.75,555.0,209.27K,2.61%
2024- 03- 07,426.0,418.25,427.5,418.25,1.65K,1.91%
2023- 12- 13,456.75,462.5,462.5,455.0,0.26K,-1.24%
2021- 10- 01,541.5,536.75,545.25,532.0,135.60K,0.88%
2023- 05- 04,646.5,642.25,649.5,637.5,2.27K,0.19%
2021- 03- 25,546.5,552.25,552.5,541.5,142.18K,-1.22%
2022- 09- 19,678.25,675.75,680.0,668.25,96.69K,0.15%
2021- 05- 31,666.88,666.88,666.88,666.88,,1.54%
2023- 11- 03,477.25,470.0,481.25,468.0,200.22K,1.54%
2024- 11- 05,418.5,416.25,419.75,415.25,167.93K,0.48%
2022- 11- 03,679.25,686.0,686.5,678.5,123.35K,-1.20%
2025- 01- 16,474.5,478.75,479.0,473.25,209.82K,-0.89%
2023- 10- 18,492.0,488.5,494.0,488.5,119.27K,0.61%
2024- 06- 04,442.5,442.5,448.25,440.0,221.27K,-0.23%
2024- 10- 16,404.75,401.25,406.75,401.0,214.29K,0.87%
2023- 08- 04,484.25,482.5,493.5,480.25,96.91K,0.73%
2022- 06- 09,773.0,764.5,782.75,758.0,226.33K,1.11%
2025- 03- 03,456.25,469.75,472.75,454.5,353.21K,-2.82%
2024- 12- 24,448.5,447.25,448.75,446.75,88.15K,0.17%
2023- 06- 29,581.0,591.75,603.5,574.0,42.59K,-1.53%
2025- 02- 03,488.75,476.75,491.0,472.5,322.17K,1.40%
2022- 05- 12,813.5,802.5,814.0,798.75,0.91K,1.40%
2021- 07- 19,556.0,570.0,571.5,548.75,67.34K,0.00%
2023- 11- 10,464.0,468.0,469.0,461.75,230.54K,-0.85%
2023- 06- 28,590.0,625.0,630.75,582.0,89.62K,-5.30%
2021- 07- 09,629.75,640.75,643.5,620.0,0.53K,-1.29%
2023- 08- 22,466.5,469.25,472.5,461.0,72.98K,-0.59%
2021- 08- 02,558.75,547.25,559.25,540.25,83.84K,2.15%
2024- 02- 08,433.25,434.5,437.0,429.75,222.88K,-0.23%
2022- 03- 30,738.0,727.0,748.75,726.75,109.72K,1.62%
2022- 04- 27,815.5,802.75,820.25,797.5,70.67K,1.53%
2021- 06- 28,675.5,637.75,676.5,636.75,83.83K,6.13%
2022- 08- 16,611.0,624.0,628.25,608.0,67.19K,-2.51%
2023- 10- 05,497.5,486.0,498.5,482.5,186.34K,2.37%
2024- 02- 06,438.75,442.75,445.5,438.25,193.36K,-0.90%
2022- 03- 04,756.5,761.75,800.0,741.0,2.19K,0.70%
2025- 01- 09,456.0,454.0,457.25,453.5,157.71K,0.44%
2023- 07- 13,593.5,547.5,593.75,547.5,0.13K,7.96%
2024- 11- 25,433.0,434.75,435.75,431.75,271.40K,-0.52%
2021- 07- 15,564.25,568.5,571.5,561.0,69.36K,-17.39%
2024- 03- 11,428.25,421.75,428.5,419.75,0.62K,0.47%
2022- 04- 15,791.0,791.0,791.0,791.0,,0.09%
2023- 05- 10,645.5,642.0,649.75,637.25,1.07K,0.51%
2023- 08- 31,461.0,461.75,468.0,459.0,12.07K,-0.16%
2021- 09- 02,516.25,515.5,521.0,510.0,1.32K,0.15%
2024- 07- 19,404.75,405.0,410.75,404.0,113.81K,-0.06%
2023- 03- 10,624.25,620.0,626.75,618.5,0.54K,2.09%
2022- 08- 19,626.0,619.0,627.75,616.0,51.22K,1.01%
2024- 10- 30,411.5,413.25,414.25,411.0,170.09K,-0.54%
2022- 07- 19,596.75,610.5,611.0,585.75,94.16K,-2.53%
2022- 04- 07,757.75,755.75,759.25,748.5,149.46K,0.17%
2023- 03- 27,648.25,643.0,648.75,637.0,145.57K,0.82%
2023- 06- 08,610.25,600.0,613.25,595.25,178.77K,0.99%
2023- 12- 11,460.5,465.5,466.25,461.0,0.38K,-1.13%
2023- 11- 27,475.25,483.25,485.0,473.0,211.13K,-1.50%
2024- 03- 27,426.75,432.0,432.25,426.25,165.19K,-1.33%
2023- 12- 14,456.75,459.0,460.0,456.75,0.01K,0.00%
2023- 03- 02,637.75,641.0,647.25,636.0,1.87K,-0.43%
2022- 12- 21,662.25,651.5,663.0,651.0,125.59K,1.57%
2021- 02- 14,539.5,539.5,539.5,539.5,,0.14%
2024- 09- 23,413.5,401.5,414.25,401.25,228.07K,2.92%
2021- 08- 18,561.75,559.0,563.5,556.5,64.05K,0.63%
2022- 01- 11,601.0,599.75,604.75,598.0,128.31K,0.21%
2021- 11- 08,551.5,552.0,554.75,549.5,166.98K,-0.27%
2023- 12- 07,468.25,465.0,469.25,465.0,0.32K,0.75%
2020- 12- 31,484.0,474.0,485.75,473.0,168.46K,2.00%
2022- 10- 21,684.25,683.5,688.0,677.75,109.02K,0.04%
2025- 02- 25,494.25,497.5,498.5,488.5,233.37K,-0.55%
2024- 08- 13,397.25,401.0,403.0,395.25,212.08K,-1.06%
2024- 04- 15,431.5,434.5,435.0,430.25,152.25K,-0.92%
2022- 04- 26,803.25,800.25,812.25,795.0,85.31K,0.37%
2022- 08- 17,615.0,611.0,618.5,608.0,49.24K,0.65%
2021- 12- 17,593.25,591.0,598.75,589.25,129.57K,0.34%
2022- 05- 10,786.5,787.5,790.75,782.5,0.60K,0.25%
2023- 07- 26,540.25,557.0,557.25,536.75,106.98K,-3.09%
2023- 09- 21,475.25,481.0,482.5,474.0,115.20K,-1.45%
2021- 09- 29,539.0,533.5,541.0,533.5,107.22K,1.22%
2021- 02- 24,559.25,553.5,560.75,552.0,174.40K,0.99%
2025- 01- 02,459.5,457.25,459.75,456.25,163.45K,0.16%
2023- 07- 27,533.25,540.25,547.0,532.25,95.91K,-1.30%
2021- 07- 07,652.5,656.0,666.0,645.0,0.59K,-0.53%
2023- 10- 10,485.5,488.0,488.25,484.25,110.08K,-0.56%
2024- 04- 05,434.25,435.0,438.5,432.25,192.94K,-0.23%
2022- 01- 06,603.75,601.25,605.75,596.0,151.44K,0.25%
2024- 01- 12,447.0,457.0,460.0,441.0,314.10K,-2.35%
2023- 08- 30,461.75,469.0,474.75,460.25,74.61K,-1.65%
2024- 05- 22,461.25,458.5,463.25,458.0,175.90K,0.71%
2024- 05- 02,459.75,450.0,460.5,449.75,240.17K,2.00%
2021- 12- 06,583.5,586.0,586.0,578.0,2.21K,-0.43%
2022- 12- 14,639.0,644.25,644.25,639.0,0.04K,-0.74%
2024- 01- 24,452.25,446.5,452.75,446.25,156.00K,1.29%
2023- 11- 22,487.75,488.25,493.25,487.0,131.96K,-0.26%
2022- 10- 10,698.25,683.75,706.5,683.5,201.82K,2.20%
2021- 03- 16,554.25,549.5,555.5,546.75,132.71K,0.86%
2024- 04- 12,435.5,428.25,437.5,427.0,202.05K,1.57%
2022- 10- 25,686.25,681.5,687.5,677.75,116.66K,0.70%
2021- 01- 26,532.25,513.0,534.25,508.0,232.26K,4.06%
2024- 12- 25,448.5,448.5,448.5,448.5,,0.00%
2024- 11- 21,436.25,439.75,442.25,435.75,184.04K,-0.85%
2025- 02- 19,512.25,515.25,518.75,511.0,185.42K,-0.68%
2022- 07- 12,732.75,781.0,785.25,732.0,1.32K,-6.21%
2024- 03- 29,442.25,442.25,442.25,442.25,,0.06%
2024- 06- 17,450.0,455.25,456.75,449.25,87.76K,0.00%
2021- 12- 09,588.5,585.75,591.25,576.75,2.08K,0.64%
2022- 08- 18,619.75,615.0,624.0,608.25,52.15K,0.77%
2022- 01- 07,606.75,605.25,608.25,599.0,140.37K,0.50%
2024- 12- 17,443.5,445.0,446.75,441.25,164.42K,-0.34%
2024- 12- 06,440.0,435.0,440.5,434.5,216.79K,1.15%
2023- 09- 22,477.25,475.0,478.5,474.25,88.61K,0.42%
2024- 12- 10,449.0,441.0,450.0,440.75,296.08K,1.64%
2021- 06- 23,664.25,660.5,666.25,659.25,127.09K,0.68%
2023- 04- 24,651.25,663.25,667.5,648.5,134.98K,-1.81%
2022- 09- 07,676.75,678.5,690.0,675.25,1.27K,-0.59%
2022- 01- 27,625.25,625.0,627.75,621.25,151.70K,-0.28%
2023- 08- 18,479.5,473.75,482.5,472.5,66.48K,1.37%
2022- 06- 06,742.5,732.25,744.25,731.5,131.92K,2.13%
2021- 05- 13,719.0,757.5,769.0,717.5,0.31K,-5.08%
2025- 03- 31,457.25,453.0,459.25,444.0,282.80K,0.88%
2024- 01- 17,442.25,443.5,448.25,440.0,205.71K,-0.28%
2023- 03- 03,645.25,639.75,648.25,638.25,1.04K,1.18%
2024- 11- 07,427.5,425.75,428.5,422.25,310.58K,0.29%
2024- 11- 18,439.75,434.75,440.0,433.0,149.25K,3.71%
2022- 07- 27,600.25,597.0,604.25,591.75,80.96K,0.54%
2023- 04- 17,676.5,666.0,677.0,662.25,146.90K,1.54%
2024- 01- 10,459.5,459.0,461.75,454.5,193.51K,0.05%
2022- 01- 20,611.0,609.0,614.25,606.25,127.68K,0.08%
2023- 05- 05,653.25,644.0,656.25,644.0,1.22K,1.04%
2021- 05- 03,732.25,740.0,758.25,724.0,3.09K,-1.05%
2024- 02- 28,428.5,423.75,430.5,421.75,227.19K,1.18%
2022- 11- 11,658.0,653.75,661.0,653.5,233.36K,0.73%
2024- 03- 20,439.0,439.0,439.5,435.5,131.97K,-0.11%
2023- 02- 14,682.25,684.0,688.25,681.75,137.23K,-0.40%
2024- 04- 29,449.25,450.0,451.25,445.5,211.47K,-0.17%
2023- 08- 24,472.25,476.25,480.5,468.5,85.16K,-0.84%
2024- 09- 11,380.5,379.75,381.25,377.0,0.12K,0.26%
2021- 04- 21,625.5,609.5,628.5,604.5,163.26K,3.13%
2021- 02- 10,534.5,556.0,556.25,531.75,285.72K,-3.91%
2024- 10- 18,404.75,406.75,409.5,403.75,193.54K,-0.49%
2022- 12- 06,625.5,630.75,635.5,623.0,0.51K,-0.52%
2023- 04- 28,636.0,628.25,639.0,622.0,13.72K,1.44%
2024- 04- 11,428.75,434.0,437.5,427.5,250.70K,-1.27%
2023- 06- 06,608.0,599.75,610.75,599.75,185.93K,1.76%
2024- 02- 22,406.0,410.0,415.5,404.25,199.94K,-1.22%
2023- 06- 30,554.5,585.0,595.0,552.0,6.46K,-4.56%
2025- 03- 25,457.75,464.5,464.75,457.0,148.19K,-1.45%
2023- 07- 18,528.75,497.75,534.75,495.25,132.50K,5.91%
2024- 06- 28,407.5,422.5,429.0,399.5,314.60K,-3.55%
2021- 03- 11,555.0,547.0,556.25,547.0,0.67K,1.32%
2023- 10- 19,505.0,492.0,505.5,490.25,279.44K,2.64%
2024- 12- 11,448.25,448.0,451.25,447.75,265.28K,-0.17%
2021- 03- 02,560.75,547.25,564.0,542.0,8.11K,2.42%
2022- 02- 17,650.0,645.5,652.0,642.75,121.28K,0.46%
2022- 04- 04,750.5,737.0,752.25,734.75,112.65K,2.11%
2024- 04- 26,450.0,451.75,454.0,449.25,225.50K,2.04%
2023- 09- 15,476.25,480.0,483.5,475.0,110.38K,2.97%
2024- 06- 06,452.0,439.25,453.25,438.75,261.54K,2.90%
2021- 12- 29,605.5,604.0,610.75,599.5,117.57K,0.12%
2022- 10- 13,697.75,692.25,699.5,684.0,167.24K,0.69%
2023- 01- 24,677.0,667.0,677.5,666.25,165.29K,1.61%
2024- 05- 14,453.75,461.0,461.0,453.25,0.03K,-1.04%
2021- 05- 19,658.25,660.5,663.0,637.0,136.69K,0.00%
2022- 11- 17,667.5,665.0,668.25,654.75,138.56K,0.34%
2022- 01- 04,609.5,591.75,611.25,591.5,210.27K,3.44%
2021- 08- 26,552.75,550.0,555.75,548.0,73.86K,0.27%
2024- 07- 26,410.0,421.0,421.75,409.25,161.57K,-2.55%
2021- 02- 18,550.25,552.75,554.5,548.0,123.41K,-0.50%
2021- 04- 26,680.5,661.0,680.5,661.0,157.51K,3.81%
2022- 01- 13,587.5,599.0,599.75,585.25,186.55K,-1.92%
2023- 01- 04,653.75,670.75,671.75,652.5,175.76K,-2.50%
2023- 07- 28,521.0,533.0,538.5,516.75,90.55K,-2.30%
2022- 02- 03,616.75,622.5,624.25,610.25,215.87K,-0.92%
2022- 12- 30,678.5,679.5,685.0,676.5,90.32K,-0.15%
2025- 03- 27,450.0,451.75,452.75,447.25,170.19K,-0.28%
2022- 10- 19,678.25,681.0,684.5,674.0,112.23K,-0.40%
2024- 08- 27,392.75,385.75,394.5,385.0,283.62K,1.62%
2023- 11- 07,468.5,477.0,477.5,468.0,215.81K,-1.83%
2021- 02- 23,553.75,550.75,559.5,550.0,134.97K,0.50%
2024- 05- 20,460.5,452.75,463.5,452.25,185.09K,1.77%
2023- 12- 18,477.0,482.5,482.75,475.5,129.45K,-1.24%
2022- 12- 27,674.75,669.0,675.75,667.25,123.17K,1.28%
2022- 11- 14,657.25,657.0,662.0,652.25,181.57K,-0.11%
2021- 01- 01,485.75,485.75,485.75,485.75,,0.36%
2023- 01- 10,655.0,651.75,664.0,648.25,181.16K,0.34%
2022- 09- 01,658.25,671.0,673.75,655.0,9.01K,-2.30%
2022- 06- 03,727.0,730.25,736.0,725.75,105.54K,-0.45%
2023- 02- 23,659.25,674.75,676.0,657.5,267.75K,-2.22%
2023- 05- 15,592.5,581.5,598.75,581.5,164.17K,-6.44%
2021- 09- 21,517.0,522.0,522.75,512.75,119.15K,-0.91%
2021- 02- 19,542.75,549.25,555.5,540.75,203.47K,-1.36%
2022- 08- 31,673.75,680.75,683.0,664.25,7.83K,-0.88%
2023- 02- 17,677.75,676.0,679.0,675.0,144.08K,0.26%
2021- 08- 03,550.5,555.75,563.5,546.75,95.21K,-1.48%
2021- 03- 12,549.25,545.0,551.5,544.5,0.07K,-1.04%
2022- 08- 05,610.25,602.0,614.0,597.0,125.02K,1.33%
2022- 01- 14,596.25,587.5,598.25,585.25,140.63K,1.49%
2022- 03- 22,753.0,756.75,761.0,744.0,104.19K,-0.43%
2024- 08- 15,397.0,400.75,403.75,396.25,217.11K,-0.94%
2024- 05- 13,458.5,453.5,461.5,453.5,0.32K,0.60%
2022- 05- 16,809.5,795.0,810.25,792.75,138.86K,1.89%
2021- 12- 10,588.5,588.5,592.0,585.0,0.86K,0.00%
2024- 06- 05,439.25,442.5,444.25,438.25,183.31K,-0.73%
2021- 10- 12,522.5,532.75,533.0,519.25,196.60K,-1.97%
2024- 12- 13,430.0,434.25,434.25,426.25,0.02K,-0.41%
2024- 09- 06,406.25,410.0,416.0,405.5,174.63K,-1.10%
2024- 01- 29,440.25,446.25,447.5,437.5,203.57K,-1.34%
2023- 06- 14,607.75,610.25,618.75,601.5,187.54K,-0.78%
2023- 07- 12,549.75,573.0,574.5,547.25,0.71K,-3.85%
2022- 12- 07,627.75,626.5,632.5,624.0,0.66K,0.36%
2021- 01- 05,491.75,484.5,496.0,482.5,219.65K,1.65%
2025- 02- 04,494.5,488.0,497.25,487.25,279.78K,1.18%
2021- 06- 21,659.25,640.25,665.0,636.0,127.44K,0.61%
2024- 09- 27,418.0,413.0,419.75,410.75,218.58K,1.15%
2021- 06- 22,659.75,662.75,668.0,653.75,145.93K,0.08%
2023- 04- 25,646.5,651.25,653.0,641.5,100.63K,-0.73%
2022- 12- 16,653.0,653.5,655.75,650.0,66.40K,-0.08%
2024- 01- 16,443.5,447.75,451.25,442.0,175.65K,-0.78%
2023- 08- 25,470.75,471.25,477.0,469.0,84.41K,-0.32%
2023- 02- 01,681.0,679.25,682.0,672.75,144.37K,0.18%
2022- 03- 31,748.75,739.25,770.0,732.5,173.74K,1.46%
2021- 07- 12,669.25,629.75,666.0,619.5,0.43K,6.27%
2021- 09- 07,495.75,509.0,509.0,496.0,0.73K,-5.44%
2021- 11- 02,573.0,578.25,586.0,572.0,174.07K,-1.04%
2025- 04- 07,458.9,455.6,459.13,454.3,4.64K,-0.29%
2023- 08- 07,482.25,484.75,488.5,476.0,164.88K,-0.41%
2023- 11- 02,470.0,475.0,477.0,469.5,202.19K,-1.05%
2023- 10- 03,487.5,488.0,489.25,484.25,138.10K,-0.26%
2024- 01- 08,455.0,461.0,462.5,452.0,214.32K,-1.25%
2021- 09- 27,539.5,524.75,540.0,524.0,144.95K,2.42%
2021- 03- 22,549.0,558.0,558.75,546.75,129.30K,-1.57%
2021- 09- 17,527.25,529.0,530.5,521.75,109.53K,-0.42%
2023- 03- 08,625.5,635.0,637.5,624.5,161.08K,-1.38%
2022- 10- 31,691.5,696.5,700.0,684.25,226.70K,1.58%
2021- 02- 22,551.0,544.25,551.5,543.5,140.63K,1.52%
2023- 04- 10,654.0,644.5,655.0,640.25,150.10K,1.63%
2024- 08- 02,403.25,399.25,404.75,398.5,150.81K,1.19%
2023- 06- 27,623.0,643.0,644.5,622.25,93.04K,-2.24%
2024- 10- 09,421.0,420.25,423.5,420.0,148.82K,0.06%
2023- 03- 14,627.5,624.0,627.5,624.0,0.12K,0.48%
2023- 02- 13,685.0,680.0,686.5,676.75,193.01K,0.66%
2021- 11- 24,579.75,580.25,589.0,575.5,265.93K,-0.13%
2021- 03- 17,558.0,554.0,558.5,552.0,129.65K,0.68%
2024- 11- 27,428.0,427.75,431.0,427.5,264.98K,0.00%
2021- 02- 15,539.62,539.38,539.62,539.38,,0.02%
2024- 07- 22,415.0,405.25,415.5,405.25,170.64K,2.53%
2023- 10- 30,478.25,480.0,484.25,477.5,136.57K,-0.52%
2021- 08- 05,555.75,546.75,560.75,545.75,92.97K,1.83%
2024- 03- 08,426.25,424.25,426.5,420.5,0.76K,0.06%
2021- 01- 14,534.25,523.0,536.5,519.0,210.37K,1.86%
2024- 04- 10,434.25,431.0,435.75,430.75,210.26K,0.70%
2024- 12- 27,454.0,453.25,455.0,452.25,162.02K,0.06%
2024- 02- 13,430.75,430.25,434.75,428.75,182.68K,0.06%
2024- 10- 01,429.0,423.5,432.5,421.75,262.76K,1.00%
2024- 01- 31,448.25,447.25,448.75,443.25,135.49K,0.11%
2023- 02- 06,679.0,677.25,679.25,672.25,123.61K,0.22%
2023- 12- 21,472.5,470.0,474.0,469.25,108.60K,0.59%
2024- 09- 12,386.25,380.5,387.5,380.5,0.12K,1.51%
2023- 02- 09,670.75,678.25,681.0,670.25,214.28K,-1.14%
2021- 05- 10,748.0,766.75,770.5,744.75,0.81K,-3.20%
2022- 05- 03,800.75,817.5,822.0,799.75,2.21K,-1.51%
2024- 09- 25,415.25,411.75,415.5,408.5,158.96K,0.85%
2023- 12- 05,468.5,460.25,468.5,460.25,0.64K,1.79%
2022- 03- 17,754.5,730.0,757.5,728.5,90.27K,3.36%
2024- 08- 14,400.75,397.0,401.75,395.5,175.72K,0.88%
2025- 02- 26,493.5,495.0,500.0,492.25,221.42K,-0.15%
2022- 09- 12,712.25,690.25,721.5,689.0,1.33K,1.97%
2024- 07- 03,405.5,407.75,409.75,404.0,110.94K,-0.61%
2021- 01- 04,483.75,487.25,497.75,479.5,265.16K,-0.41%
2021- 06- 16,673.0,670.0,687.75,663.75,169.91K,0.82%
2023- 07- 21,527.0,536.5,538.75,522.5,121.03K,-1.91%
2022- 10- 04,683.0,680.75,691.5,676.5,119.21K,0.33%
2024- 08- 07,400.75,404.25,404.75,399.0,207.13K,-1.11%
2022- 10- 20,684.0,678.0,687.0,676.75,134.82K,0.85%
2024- 09- 18,412.75,412.0,415.0,411.0,134.64K,0.06%
2024- 08- 01,398.5,399.75,400.75,395.0,152.32K,-0.31%
