날짜,종가,시가,고가,저가,거래량,변동 %
2024- 01- 26,446.25,451.0,451.75,445.5,135.73K,-1.22%
2021- 11- 11,569.5,567.75,579.0,566.0,264.52K,0.04%
2023- 01- 03,670.5,677.25,681.25,668.0,155.54K,-1.18%
2022- 10- 18,681.0,683.0,683.75,674.5,147.46K,-0.37%
2021- 10- 05,537.5,540.0,543.0,535.25,119.60K,-0.60%
2021- 12- 27,614.75,608.25,615.5,607.0,123.21K,1.48%
2022- 01- 10,599.75,605.25,608.0,596.25,135.27K,-1.15%
2024- 03- 26,432.5,437.25,440.75,432.0,155.31K,-1.20%
2022- 11- 04,681.0,679.25,685.25,678.5,112.56K,0.26%
2024- 02- 05,442.75,442.75,445.0,439.5,137.66K,0.00%
2023- 08- 17,473.0,470.0,475.0,464.75,69.17K,0.75%
2024- 09- 04,412.75,408.75,413.5,407.5,205.92K,0.86%
2021- 09- 08,498.25,497.5,504.0,495.0,0.45K,0.50%
2022- 03- 11,764.5,758.0,768.5,755.0,0.23K,0.89%
2022- 09- 23,676.75,687.0,688.0,669.5,154.39K,-1.67%
2021- 03- 31,564.25,538.25,564.25,536.25,145.90K,4.64%
2023- 02- 02,675.25,681.0,686.0,674.25,149.91K,-0.84%
2021- 09- 03,508.0,516.75,518.25,506.75,0.97K,-1.60%
2023- 05- 02,638.0,641.75,652.0,635.5,5.51K,-0.23%
2022- 06- 15,774.0,767.0,779.75,762.0,105.91K,0.75%
2024- 09- 09,384.25,383.75,385.25,381.0,0.38K,-5.42%
2024- 09- 10,379.5,382.75,382.75,380.0,0.30K,-1.24%
2021- 12- 23,605.75,601.5,607.0,600.5,108.57K,0.54%
2023- 11- 24,482.5,487.5,489.25,481.75,109.60K,-1.08%
2021- 11- 23,580.5,576.25,581.0,572.5,179.30K,0.65%
2021- 04- 09,577.25,579.0,595.0,575.5,249.74K,-0.43%
2022- 08- 29,683.75,675.0,684.25,668.5,86.64K,2.24%
2022- 03- 23,757.75,752.25,770.5,749.0,112.40K,0.63%
2023- 11- 20,487.5,485.5,488.25,482.5,111.05K,0.46%
2023- 06- 07,604.25,605.0,612.5,601.75,174.30K,-0.62%
2023- 12- 22,473.0,472.5,474.0,471.5,80.48K,0.11%
2024- 07- 15,404.25,416.0,416.0,403.25,168.50K,0.56%
2024- 10- 11,415.75,418.5,422.75,415.25,224.07K,-0.66%
2021- 05- 24,657.25,652.25,658.5,645.5,106.87K,-0.34%
2022- 11- 08,667.5,675.75,677.0,666.25,227.16K,-1.22%
2024- 09- 13,390.75,381.25,394.0,381.0,0.04K,1.17%
2022- 04- 19,804.0,813.25,819.75,799.75,133.53K,-1.14%
2021- 01- 29,547.0,534.5,553.75,533.25,279.61K,2.34%
2024- 06- 27,422.5,425.5,427.5,422.25,257.43K,-0.71%
2022- 11- 07,675.75,679.0,680.75,675.25,162.56K,-0.77%
2024- 03- 01,412.25,415.5,418.0,409.25,3.48K,-4.02%
2024- 02- 09,429.0,433.0,437.0,428.25,206.27K,-0.98%
2021- 02- 08,563.75,548.75,565.75,548.75,267.65K,2.78%
2023- 09- 07,470.75,471.25,474.0,468.5,0.74K,-0.16%
2024- 10- 14,408.25,415.0,415.25,407.5,257.78K,-1.80%
2024- 07- 18,405.0,412.0,413.0,404.25,123.13K,-1.64%
2024- 06- 20,444.75,453.75,454.5,444.0,147.82K,-2.41%
2023- 07- 14,599.75,609.75,614.75,604.75,0.08K,1.05%
2021- 12- 20,591.0,595.0,595.75,587.0,106.04K,-0.38%
2024- 04- 17,441.0,442.75,444.25,440.75,122.10K,2.32%
2023- 08- 16,469.5,463.0,473.0,462.0,70.84K,1.19%
2021- 09- 24,526.75,528.5,528.75,524.0,93.10K,-0.47%
2021- 10- 13,512.25,523.0,525.25,506.75,203.33K,-1.96%
2021- 03- 15,549.5,537.0,550.75,532.75,140.62K,0.05%
2021- 10- 07,534.0,532.75,535.25,527.5,105.00K,0.33%
2021- 04- 05,553.25,561.25,564.5,549.75,143.68K,-1.16%
2024- 10- 03,428.25,431.5,433.25,427.5,181.33K,-0.98%
2022- 09- 28,670.5,668.25,673.25,661.5,137.43K,0.45%
2023- 09- 05,471.0,466.0,473.75,462.5,1.55K,1.34%
2021- 09- 14,503.0,497.0,502.25,497.0,0.08K,1.26%
2021- 10- 04,540.75,540.0,547.5,536.0,132.92K,-0.14%
2022- 05- 11,802.25,788.0,802.75,788.0,0.65K,2.00%
2021- 11- 22,576.75,570.5,579.0,569.75,172.30K,1.05%
2021- 03- 10,547.75,564.5,564.5,547.5,1.99K,-2.54%
2024- 05- 24,464.75,464.5,466.75,460.75,169.18K,0.16%
2022- 09- 22,688.25,683.5,691.0,681.5,97.07K,0.40%
2025- 04- 04,460.25,457.75,462.5,449.25,,0.60%
2021- 11- 03,564.0,572.0,573.25,563.0,149.89K,-1.57%
2021- 08- 12,567.0,554.75,589.5,548.5,247.37K,1.93%
2024- 12- 12,431.75,436.5,439.0,431.75,0.33K,-3.68%
2022- 10- 17,683.5,689.0,692.25,681.25,106.16K,-0.91%
2021- 06- 17,633.0,672.75,674.25,633.0,192.03K,-5.94%
2021- 10- 20,539.25,530.0,540.0,528.5,129.88K,1.70%
2023- 09- 27,483.25,479.75,486.75,479.0,125.71K,0.73%
2021- 01- 15,531.5,534.0,536.5,527.75,167.50K,-0.51%
2022- 01- 31,626.0,635.75,642.5,622.5,243.89K,-1.57%
2023- 04- 03,657.75,659.5,668.5,656.0,153.87K,-0.42%
2024- 03- 19,439.5,436.5,440.0,435.0,115.12K,0.80%
2021- 07- 22,564.5,571.5,571.75,555.0,81.02K,-1.27%
2023- 07- 11,571.75,567.5,585.5,567.5,0.79K,0.18%
2023- 04- 20,663.75,672.0,674.0,661.5,120.92K,-1.26%
2021- 12- 28,604.75,614.25,617.75,603.75,134.21K,-1.63%
2024- 10- 28,410.75,413.25,414.75,410.0,251.36K,-1.08%
2022- 07- 14,695.0,738.25,746.5,694.0,0.03K,-6.08%
2024- 05- 07,453.75,457.0,459.5,453.75,1.02K,-0.71%
2021- 04- 30,740.0,702.5,746.25,699.25,9.86K,5.41%
2022- 11- 09,664.5,667.0,671.75,658.0,246.97K,-0.45%
2022- 08- 11,629.25,621.0,630.75,618.75,112.04K,1.29%
2023- 10- 16,490.0,493.5,496.75,489.5,113.49K,-0.66%
2021- 12- 31,593.25,595.75,599.25,592.5,69.87K,-0.46%
2022- 08- 23,660.0,637.0,666.75,635.75,95.35K,4.18%
2021- 06- 09,690.75,682.5,695.5,669.5,214.26K,1.58%
2024- 05- 06,457.0,447.0,458.5,444.5,1.91K,-0.71%
2022- 01- 12,599.0,601.0,604.0,591.0,181.63K,-0.33%
2021- 09- 13,496.75,503.5,503.5,493.0,0.31K,-1.19%
2022- 08- 04,602.25,591.5,607.0,585.75,83.78K,1.82%
2024- 01- 05,460.75,466.5,467.75,460.0,151.59K,-1.23%
2022- 09- 13,709.0,721.25,725.0,710.0,0.61K,-0.46%
2023- 08- 23,476.25,467.0,478.25,465.5,84.52K,2.09%
2021- 03- 23,551.25,551.25,556.0,547.75,122.09K,0.41%
2022- 06- 16,788.25,774.0,792.0,773.0,121.54K,1.84%
2023- 11- 06,477.25,477.25,480.75,476.75,131.65K,0.00%
2024- 04- 01,435.5,441.75,442.0,432.25,200.47K,-1.53%
2022- 04- 28,816.0,816.25,823.5,811.0,47.63K,0.06%
2022- 10- 12,693.0,693.25,700.0,680.0,180.21K,0.00%
2022- 10- 05,684.0,683.0,687.5,675.75,114.32K,0.15%
2024- 02- 27,423.5,421.0,426.5,421.0,223.74K,4.05%
2023- 10- 11,488.0,485.5,488.5,483.5,102.59K,0.51%
2023- 09- 29,476.75,487.5,490.0,475.5,209.42K,-2.41%
2024- 05- 17,452.5,457.25,460.5,451.0,217.85K,-0.98%
2021- 02- 03,552.0,543.25,552.5,536.5,210.14K,1.66%
2021- 07- 30,547.0,557.0,557.75,546.5,65.20K,-1.97%
2023- 05- 24,587.25,577.0,589.75,574.0,152.82K,1.69%
2023- 11- 21,489.0,487.5,493.25,486.0,142.28K,0.31%
2023- 04- 07,643.5,643.5,643.5,643.5,,0.00%
2022- 09- 26,666.25,673.25,679.0,665.5,140.73K,-1.55%
2021- 01- 06,495.0,492.5,502.75,491.5,202.37K,0.66%
2022- 02- 11,651.0,641.0,657.75,637.75,243.97K,1.44%
2023- 12- 04,460.25,461.25,463.75,457.0,1.93K,-0.91%
2023- 01- 26,682.5,674.0,685.5,673.0,146.55K,1.15%
2022- 10- 24,681.5,682.25,686.5,677.25,119.46K,-0.40%
2021- 05- 20,664.5,662.25,671.25,656.5,119.73K,0.95%
2021- 08- 17,558.25,567.5,569.5,556.25,67.74K,-1.15%
2022- 09- 16,677.25,676.25,680.5,667.5,121.33K,-0.04%
2021- 02- 02,543.0,549.75,552.5,540.25,175.74K,-1.14%
2023- 01- 25,674.75,676.75,681.0,673.75,126.03K,-0.33%
2022- 07- 28,615.0,603.75,618.0,601.25,72.68K,2.46%
2022- 12- 22,660.5,662.0,664.75,658.75,79.92K,-0.26%
2022- 02- 15,638.0,655.0,655.5,635.5,177.96K,-2.71%
2024- 12- 05,435.0,429.5,436.0,428.25,164.27K,1.16%
2024- 04- 23,452.5,449.5,453.25,448.25,173.81K,2.90%
2022- 07- 05,736.0,750.25,765.0,726.0,3.78K,-2.45%
2021- 04- 23,655.5,653.0,658.5,638.25,157.73K,0.77%
2024- 08- 21,398.25,397.75,400.5,396.5,148.03K,0.06%
2023- 03- 13,624.5,622.25,629.0,622.25,0.54K,0.04%
2025- 02- 14,496.25,493.0,499.75,492.5,195.60K,0.56%
2023- 02- 16,676.0,676.5,677.25,673.25,134.97K,-0.04%
2024- 08- 06,405.25,407.0,409.0,402.0,135.71K,-0.43%
2022- 09- 05,667.38,667.38,667.38,667.38,,-0.24%
2021- 03- 09,562.0,565.0,565.0,554.25,2.22K,-0.53%
2021- 05- 18,658.25,653.5,669.5,652.5,161.91K,0.88%
2021- 06- 02,675.0,683.25,694.25,666.0,163.86K,-2.00%
2023- 05- 08,656.5,652.75,658.5,651.5,0.68K,0.50%
2022- 05- 13,794.5,808.0,808.0,808.0,0.03K,-2.34%
2021- 09- 20,521.75,527.0,527.0,515.25,125.36K,-1.04%
2024- 11- 20,440.0,437.25,441.75,435.0,184.19K,0.51%
2023- 01- 13,675.0,670.75,676.75,669.75,158.82K,0.60%
2024- 04- 25,441.0,437.75,442.0,436.0,168.02K,-1.67%
2022- 05- 02,813.0,811.5,814.0,798.0,2.85K,-0.64%
2021- 11- 09,554.75,551.0,564.0,547.75,246.90K,0.59%
2022- 12- 28,682.75,673.25,683.5,672.75,122.19K,1.19%
2022- 07- 15,604.25,606.75,612.0,596.0,81.57K,-13.06%
2023- 06- 12,617.25,609.0,623.75,608.75,208.16K,2.15%
2021- 09- 30,536.75,539.0,548.5,527.25,222.14K,-0.42%
2023- 01- 30,683.75,685.0,687.25,678.5,127.94K,0.11%
2021- 11- 17,575.25,570.75,584.0,570.0,185.38K,0.74%
2021- 04- 19,592.0,588.75,596.75,588.25,105.99K,1.11%
2024- 06- 13,458.5,453.5,460.5,453.5,296.25K,0.94%
2023- 09- 19,476.25,471.25,477.0,467.75,139.65K,1.01%
2022- 02- 16,647.0,637.75,647.75,636.25,126.55K,1.41%
2021- 10- 29,568.25,562.5,569.25,558.75,135.20K,0.98%
2023- 09- 12,463.25,473.5,473.5,462.75,0.17K,-1.70%
2022- 03- 29,726.25,746.25,747.5,713.5,180.17K,-2.97%
2021- 06- 01,688.75,666.0,696.75,660.75,163.97K,3.28%
2024- 05- 29,455.25,462.5,463.0,454.25,166.32K,-1.57%
2025- 04- 01,461.75,457.75,465.0,454.0,179.57K,0.98%
2022- 03- 25,754.0,748.5,755.25,742.5,73.85K,0.77%
2022- 09- 21,685.5,692.0,698.5,679.25,127.22K,-0.94%
2023- 06- 09,604.25,608.25,609.0,597.5,174.69K,-0.98%
2021- 07- 21,571.75,572.0,579.0,567.75,79.00K,0.00%
2022- 11- 02,687.5,696.5,697.25,680.0,168.33K,-1.47%
2022- 05- 06,792.25,800.0,800.0,784.25,1.25K,-1.43%
2021- 06- 24,653.25,664.0,664.0,650.75,143.75K,-1.66%
2023- 02- 08,678.5,673.75,679.5,672.75,223.79K,0.67%
2022- 05- 25,772.25,770.0,773.0,755.0,127.43K,0.06%
2021- 01- 08,496.25,494.0,499.5,492.5,163.27K,0.46%
2022- 07- 26,597.0,587.75,599.75,586.25,95.70K,2.93%
2024- 11- 15,424.0,418.75,425.0,417.0,218.57K,1.19%
2022- 02- 02,622.5,634.5,640.75,616.75,275.66K,-1.93%
2022- 05- 23,786.25,780.25,788.0,774.5,88.36K,0.96%
2022- 12- 29,679.5,681.75,682.25,677.25,104.94K,-0.48%
2023- 08- 29,469.5,476.5,483.0,468.5,98.80K,-1.88%
2023- 04- 12,656.0,651.0,658.5,648.75,150.11K,0.77%
2025- 01- 29,497.0,485.0,497.5,485.0,277.21K,2.42%
2025- 02- 20,512.75,512.0,518.0,511.75,167.19K,0.10%
2021- 08- 09,550.25,554.0,556.0,547.0,144.34K,-0.86%
2022- 03- 10,757.75,738.5,768.0,738.5,0.07K,3.10%
2021- 12- 14,588.75,583.25,591.0,576.75,0.12K,0.77%
2024- 06- 24,439.5,441.0,442.0,430.5,162.49K,-0.23%
2024- 09- 26,413.25,414.75,419.25,412.5,204.87K,-0.48%
2025- 02- 27,481.0,493.5,496.25,480.0,323.81K,-2.53%
2021- 04- 15,590.0,594.25,601.5,587.75,176.86K,-0.67%
2024- 05- 09,442.75,447.25,447.5,441.0,0.57K,-0.62%
2023- 05- 01,639.5,632.5,641.0,628.0,2.75K,0.55%
2022- 03- 21,756.25,746.5,765.0,743.0,93.78K,1.95%
2023- 10- 09,488.25,492.0,497.0,487.25,115.53K,-0.76%
2024- 02- 16,416.5,417.5,421.5,415.0,176.97K,-0.30%
2023- 08- 11,474.5,483.0,494.75,470.5,174.43K,-1.81%
2022- 08- 08,608.5,603.0,616.0,601.75,155.07K,-0.29%
2023- 09- 20,482.25,476.0,483.0,474.5,162.30K,1.26%
2022- 12- 01,650.0,661.75,663.75,647.0,8.57K,-1.81%
2023- 04- 18,677.5,676.0,682.5,669.75,130.89K,0.15%
2024- 09- 20,401.75,406.0,407.25,401.5,178.23K,-0.99%
2025- 01- 07,458.0,456.0,458.5,453.0,211.63K,0.05%
2023- 05- 25,590.75,587.5,593.0,583.5,145.55K,0.60%
2022- 09- 14,709.0,690.75,692.75,681.5,0.15K,0.00%
2024- 10- 04,424.75,427.5,427.5,423.0,165.35K,-0.82%
2021- 01- 13,524.5,524.0,541.5,522.25,327.69K,1.40%
2023- 03- 17,634.25,633.25,638.75,630.25,141.48K,0.24%
2021- 12- 15,585.75,590.0,596.5,582.0,138.52K,-0.51%
2021- 01- 27,534.0,532.5,543.75,529.5,223.89K,0.33%
2025- 01- 03,450.75,459.5,459.75,449.25,199.34K,-1.90%
2022- 01- 21,616.25,607.5,618.5,604.25,187.47K,0.86%
2025- 03- 18,458.75,461.0,462.5,455.25,177.17K,-0.49%
2024- 08- 26,386.5,390.75,391.0,385.0,251.69K,-1.15%
2025- 02- 07,487.5,495.5,496.5,485.5,287.30K,-1.56%
2023- 04- 26,641.5,648.0,652.25,641.0,65.29K,-0.77%
2023- 10- 06,492.0,496.0,499.0,491.5,125.23K,-1.11%
2024- 07- 12,402.0,400.0,404.75,391.0,211.32K,0.44%
2022- 04- 01,735.0,748.5,751.5,730.25,155.93K,-1.84%
2024- 05- 30,448.75,455.25,457.0,447.5,225.18K,-1.43%
2021- 08- 19,550.0,560.5,560.5,546.75,90.49K,-2.09%
2022- 02- 22,674.75,657.75,676.75,657.75,168.82K,3.13%
2025- 01- 22,484.25,489.5,492.25,482.5,264.54K,-1.17%
2021- 10- 19,530.25,532.0,537.0,529.5,119.08K,-0.47%
2023- 12- 06,464.75,467.75,473.0,463.75,0.35K,-0.80%
2022- 04- 22,793.0,798.75,807.5,783.5,140.80K,-0.78%
2022- 06- 02,730.25,731.25,739.25,726.25,127.14K,-0.14%
2022- 05- 26,765.0,762.75,772.5,757.5,104.92K,-0.94%
2024- 02- 07,434.25,438.5,439.25,432.75,245.42K,-1.03%
2021- 04- 07,560.5,555.75,562.25,553.75,158.00K,1.13%
2023- 06- 20,643.75,640.75,647.0,635.5,151.99K,0.55%
2022- 01- 18,599.5,592.75,600.75,588.25,141.74K,0.55%
2024- 03- 15,436.75,433.75,440.0,431.75,140.24K,3.37%
2021- 05- 06,759.5,761.0,768.0,746.25,2.42K,0.83%
2024- 06- 21,440.5,444.75,447.5,440.25,163.09K,-0.96%
2024- 08- 19,400.25,392.0,400.75,391.75,201.01K,1.97%
2022- 05- 19,783.25,782.0,789.75,773.25,106.42K,0.22%
2023- 09- 06,471.5,473.5,476.25,471.25,0.84K,0.11%
2022- 06- 28,759.5,747.5,762.75,744.25,86.04K,2.05%
2023- 01- 11,656.0,654.5,659.0,652.75,110.88K,0.15%
2021- 03- 30,539.25,546.25,547.5,533.75,136.03K,-1.37%
2021- 03- 24,553.25,551.0,553.75,548.25,92.01K,0.36%
2024- 06- 14,450.0,458.0,459.5,448.0,228.39K,-1.85%
2025- 02- 18,515.75,508.0,517.75,505.5,173.58K,3.93%
2022- 03- 16,730.0,756.75,757.0,726.75,106.54K,-3.69%
2023- 04- 04,653.75,657.0,657.5,648.5,140.10K,-0.61%
2021- 01- 19,526.0,531.5,534.25,523.25,188.56K,-1.03%
2024- 11- 26,428.0,432.5,434.0,425.5,323.71K,-1.15%
2021- 09- 22,525.5,517.0,526.25,516.0,112.33K,1.64%
2023- 01- 12,671.0,656.0,673.5,649.25,242.53K,2.29%
2022- 03- 15,758.0,745.25,759.0,736.0,89.35K,4.09%
2024- 04- 24,448.5,452.25,454.25,448.0,228.27K,-0.88%
2025- 03- 19,462.0,458.25,463.0,455.75,185.23K,0.71%
2024- 01- 09,459.25,454.75,460.5,451.75,215.15K,0.93%
2022- 11- 18,667.75,667.5,672.75,665.25,131.28K,0.04%
2023- 09- 26,479.75,481.0,483.5,476.5,117.59K,-0.31%
2024- 08- 12,401.5,394.75,403.0,390.25,295.71K,1.65%
2021- 12- 13,584.25,587.5,588.0,580.75,0.93K,-0.72%
2025- 03- 10,458.75,458.0,459.5,454.0,0.48K,-2.24%
2022- 09- 15,677.5,681.75,690.0,676.25,111.79K,-4.44%
2021- 12- 24,605.8,606.75,606.75,605.8,,0.01%
2023- 01- 17,685.25,671.5,687.0,668.75,179.92K,1.52%
2021- 02- 04,550.0,552.0,558.0,547.0,217.08K,-0.36%
2022- 07- 21,575.75,592.75,593.5,572.75,76.76K,-2.79%
2021- 06- 29,694.5,678.25,700.0,668.0,58.73K,2.81%
2024- 07- 10,395.75,393.75,398.0,390.75,221.92K,0.44%
2021- 06- 03,662.0,675.5,685.0,652.75,166.36K,-1.93%
2022- 07- 01,754.5,748.0,760.0,743.75,5.49K,1.45%
2023- 03- 31,660.5,648.75,664.5,647.25,201.89K,1.69%
2023- 05- 22,571.0,554.75,575.5,553.25,148.54K,2.98%
2021- 11- 18,573.0,575.0,583.0,572.0,171.42K,-0.39%
2022- 04- 25,800.25,796.75,802.0,784.75,114.12K,0.91%
2024- 04- 09,431.25,435.0,435.75,429.75,219.30K,-0.98%
2025- 03- 07,469.25,464.75,471.0,460.75,191.87K,1.13%
2023- 06- 13,612.5,617.0,625.0,610.75,202.99K,-0.77%
2024- 03- 06,418.0,413.25,416.25,412.0,2.54K,1.09%
2021- 07- 01,719.75,719.75,744.5,712.25,4.71K,-0.03%
2023- 09- 28,488.5,483.75,489.25,481.0,114.32K,1.09%
2022- 02- 01,634.75,626.0,639.5,624.5,196.30K,1.40%
2023- 11- 28,473.5,475.25,476.75,471.0,263.24K,-0.37%
2022- 03- 24,748.25,757.0,762.5,745.0,100.95K,-1.25%
2024- 10- 02,432.5,428.5,434.25,428.5,239.75K,0.82%
2021- 10- 28,562.75,556.5,568.75,554.0,164.26K,0.99%
2024- 12- 03,432.25,433.0,436.0,431.0,150.61K,-0.06%
2023- 12- 15,483.0,479.25,484.0,477.75,108.55K,5.75%
2023- 06- 02,609.0,592.5,610.5,581.25,199.86K,2.78%
2024- 10- 15,401.25,408.0,408.0,400.5,305.40K,-1.71%
2021- 02- 25,554.75,559.0,560.5,542.5,128.54K,-0.80%
2021- 11- 12,577.25,569.25,582.0,566.75,163.54K,1.36%
